,Titulo,Caracter,Provincia,Municipio,Fecha,Titularidad,Fotografia_AreaMunicipio,Fotografia_PieFosa,LocalizacionDescripion,Victimas,RelatoHistorico,Fecha_Actuacion,Promotor_Actuacion,Descripcion_Actuacion,URL
0,Fosa de Berja. Almería,Cementerio interior,Almería,Berja,1939,Pública,http://www.juntadeandalucia.es/presidenciaadministracionlocalymemoriademocratica/mapadefosas/images/provincia_1/0402901_b.jpg,,"La fosa se encuentra en un pasillo del Cementerio de Berja, a la izquierda de la puerta de acceso. En el cementerio de Berja se excavó una fosa para albergar los cadáveres de un número indeterminado de personas fusiladas de forma indiscriminada. Encima del lugar donde se encontraba la fosa se colocó una hilera de nichos de modo que, hoy por hoy, resultaría imposible realizar cualquier tipo de estudio sobre la misma. Algunos familiares de las víctimas decidieron sacaron los restos de esa fosa hace unas décadas, y trasladarlos al osario donde todavía se encuentran. No obstante, no existe una opinión unánime respecto a qué hacer con ellos. Algunas personas preocupadas por estos temas nos han comentado la necesidad de identificar a los fallecidos y, con el permiso y aprobación de sus familiares, darles una sepultura digna.",Desconocido,"El 15 de abril de 1931 Gonzalo Alcoba Valdivia recibía las noticias de la caída de la monarquía en Almería capital. Ese mismo día viajaba en un coche hacia su ciudad natal. Una vez en la barriada de Alcaudique él y sus amigos y seguidores desplegaron la bandera republicana, que había sido bordada por su esposa y cuñada, e iniciaban una marcha popular hasta la plaza de la Libertad. Según José Ruiz Fernández ese día, en medio del entusiasmo popular, «Gonzalo Alcoba y sus acompañantes subieron al balcón principal del Ayuntamiento y entre el delirio de la gente que daba continuos ¡vivas! a la República, y con el máximo respeto, guardaron la bandera monárquica e izaron la bandera republicana» Este entusiasmo, recogido en los periódicos republicanos, contrastaba con los resultados de las elecciones en la localidad en donde, como en la mayor parte del ámbito rural almeriense, habían triunfado las candidaturas monárquicas. Las protestas de los partidos republicanos en torno a las coacciones e irregularidades que se habían cometido en las elecciones no se hicieron esperar de modo que el Gobernador Civil interino de Almería intervino y nombró una Comisión Gestora integrada por miembros de partidos republicanos. Esta Comisión duró poco tiempo nombrándose una nueva poco tiempo después. Los problemas, básicamente, consistían en la negativa rotunda de los republicanos de izquierdas a que los miembros de Derecha Liberal Republicana entraran en la Comisión Gestora Republicana. El gobernador Ruiz Maya hizo caso omiso a estos problemas y decidió formar una Comisión Gestora que integrara a todos los partidos republicanos. Finalmente se repitieron de nuevo las elecciones municipales que se saldaron con una victoria de Derecha Liberal Republicana que obtuvo ocho concejales liderados por Jerónimo Villalobos Gallardo que fue nombrado alcalde. A esta formación le siguieron el Partido Republicano Radical Socialista y el Partido Republicano Radical. El triunfo de los partidos republicanos conservadores mostraba la debilidad de las organizaciones obreras virgitanas que, a pesar de tener seguidores y militantes, todavía no habían conseguido convertirse en partidos competitivos en las urnas. Esta situación se tornaba compleja ya que en la calle, donde sí tenían presencia, muchos de sus actos y manifestaciones, intentos por ganar el espacio público, acababan en enfrentamientos violentos con derechistas y/o, sobretodo, miembros de las fuerzas de orden público. Finalmente la llegada al poder de las organizaciones obreras virgitanas llegará con las elecciones de 1936. La victoria del Frente Popular facilitó la llegada a la alcaldía de un socialista: Francisco Sánchez Sánchez. Las medidas de este Ayuntamiento fueron tendentes a eliminar el gravísimo paro obrero, la destitución de empleados municipales y sustitución por personas de confianza así como cambios en los nombres de las calles: la calle del Agua pasó a llamarse 16 de Febrero, la calle Faura y Alférez pasaron a denominarse Pablo Iglesias y Manuel Azaña mientras que, por ejemplo, la calle del Marqués pasó a llamarse Sargento Vázquez. La nueva situación generó una radicalización entre las capas altas y las capas medias creándose nuevas asociaciones políticas y sindicales entre ellas FE-JONS formada, fundamentalmente, por jóvenes estudiantes en su gran mayoría vástagos de las grandes familias virgitanas. La constitución de FE-JONS en Berja fue realmente tardía, 1936, y a pesar de tener datos en torno a su fundación el número total de seguidores de la organización es difícil de asegurar. En cualquier caso, la sublevación contra la República en Berja estuvo dirigida y controlada por personajes del bloque de poder construido durante la dictadura de Primo de Rivera. Personajes como José Gallegos Santaella, Julio Faura, Francisco Oliveros del Trell y, sobre todo, Lorenzo Gallardo Gallardo fueron los principales líderes implicados en el Golpe. Cuando este finalmente se produjo las organizaciones obreras se hicieron con el control de la situación. En adelante todo se volvería confuso y complicado. La memoria de la represión puede rastrearse en el relato de una persona que, aunque nació en 1946, mantuvo muchas conversaciones desde los años 70, e incluso antes, con personas que vivieron la II República, la Guerra Civil y sufrieron la represión franquista. «Pues cuando terminó la Guerra aquí, según me cuentan ellos, fue un desastre porque aquí se convirtió todo esto Berja era una cárcel, Berja era una cárcel. A la gente nada más que, que que tuvieran indicios suficientes de haber votado al Frente Popular ya era motivo suficiente para apalearlos, para meterlos en la cárcel y para hacer todo lo que hiciera falta con ellos». Los lugares de represión señalados son el Cuartel de la Guardia Civil, la sede de FET-JONS, el acuartelamiento de militares y, fundamentalmente, las dependencias del Ayuntamiento donde estaba el arresto municipal y la cárcel del partido judicial. Aquellos que sufrieron encarcelamientos, tras un periodo indeterminado en la cárcel de Berja, solían ser trasladados a la cárcel de Almería. Otros espacios de represión, de amargo recuerdo, eran las zonas nobles de la localidad. La Plaza del Ayuntamiento o el Paseo Cervantes son lugares que vieron la movilización popular durante la democracia y que se convirtieron para los antiguos militantes obreristas en zonas inhóspita de poder, de dominio derechista y de dolor. En ellos se paseaba a las mujeres peladas y purgadas, se pegaba a los señalados o se enseñaban los cadáveres de los maquis, escondidos o huidos, cazados y muertos. En total, de los más de 350 procesados, 36 vecinos de Berja serían fusilados entre 1939 y 1945 por la justicia militar franquista.", Fecha: Desconocida, Ayuntamiento,"La fosa se encuentra en un pasillo del Cementerio de Berja, a la izquierda de la puerta de acceso. Sólo parte de los cuerpos que contenía la fosa han sido exhumados y trasladados por sus familiares. El resto permanecen sin identificar e inaccesibles, por la cementación y construcción llevadas a cabo sobre la misma.",http://www.juntadeandalucia.es/presidenciaadministracionlocalymemoriademocratica/mapadefosas/busquedaTumbas.cgj?codigoTumba=0402901&codigoProvincia=1
1,Fosa de Almería. Almería,Cementerio interior,Almería,Almería,1939,Pública,http://www.juntadeandalucia.es/presidenciaadministracionlocalymemoriademocratica/mapadefosas/images/provincia_1/0401307_b.jpg,http://www.juntadeandalucia.es/presidenciaadministracionlocalymemoriademocratica/mapadefosas/images/provincia_1/0401307.jpg,"Esta fosa se encuentra dentro del Cementerio Municipal de Almería, denominado de San José. Está situada en el denominado ""primer sector"", justo a la derecha de la entrada. Es, por tanto, la más cercana a la puerta y está numerada de la siguiente forma: n17 (2 víctimas), n12 (6 víctimas), n13 (2 víctimas), n57(4 víctimas), n56 (5 víctimas), y ""en tierra"", sin especificar, 120 victimas. En el lugar en que estaba situada esta fosa se han construido nichos, de forma que es difícil delimitar el perímetro original de la misma. Las obras comenzaron a finales de los años 40, excavando y removiendo la tierra de las fosas. En esa coyuntura, algunos familiares de los fallecidos reclamaron sus restos para trasladarlos a propiedades particulares y el resto se condujeron a un osario común, del que también se desconoce su ubicación. La zona cambió su fisonomía totalmente, por lo que, incluso para los históricos trabajadores del cementerio es prácticamente imposible identificarla con exactitud.",139,"La Almería de 1936 era una pequeña ciudad de apenas 50.000 habitantes, sumida en una depresión económica desde la crisis de la minería del hierro y la uva de embarque, que habían sido los dos grandes pilares de su espectacular desarrollo entre siglos. Pero el siglo minero y la uva quedaron atrás a partir de la I Guerra Mundial, cuando la dependencia de los mercados exteriores quedó en evidencia. Los efectos sobre la población fueron fulminantes, y entre 1911 y 1915 emigraron más de 65.000 almerienses, la mayoría rumbo a Argentina. En este contexto de pobreza, Almería recibió con una gran manifestación a la República, a los sones de la Marsellesa y el Himno de Riego, y el Frente Popular arrasaría en las elecciones de febrero de 1936. La sublevación militar en Almería se inicia el día 21 de julio a las 6 de la madrugada, cuando soldados del Batallón de Ametralladoras nº 2, carabineros, guardias civiles, y unos treinta civiles vinculados a grupos de derecha, inician la insurrección. El retraso en la decisión de la sublevación había permitido a las organizaciones obreras concentrar en Almería a obreros del Bajo Andarax y del norte de la provincia, y situarlos estratégicamente en las principales calles y edificios de la capital. Si en un primer momento las columnas militares lograron vencer las barricadas, no consiguieron superar la resistencia ofrecida por los guardias de asalto en el Gobierno Civil. Entre los militares no existía unanimidad de acción, y el gobernador militar teniente coronel Juan Huerta Topete, no estaba convencido de poder resistir. Tras la llegada del destructor Lepanto al puerto y la amenaza de bombardear el cuartel, el gobernador militar ordena izar la bandera blanca en la fortaleza de la Alcazaba. La Comandancia de la Guardia Civil, último reducto sublevado de la ciudad, se rindió un par de horas después. Tras la derrota de los insurrectos en la capital, las actividades de los conspiradores en la provincia estaban condenadas al fracaso. Tras estos sucesos la provincia de Almería quedaría adscrita a la legalidad del bando republicano durante toda la guerra civil. En Almería, como ocurrió en otras provincias, se constituyó el Comité Central Antifascista el edificio del casino, con representantes socialistas, comunistas y anarquistas. Este organismo significó la máxima expresión de poder en la retaguardia almeriense durante los primeros meses del conflicto, y desde sus oficinas se ordenaron las incautaciones, detenciones, envíos de columnas a los frentes próximos, etc. Uno de los aspectos que más han trascendido de esta primera etapa ha sido el de la represión, los comités de toda la provincia decretaron la detención de todas las personas sospechosas de haber participado en la sublevación. Salvo en algunos municipios, donde la eliminación de los detenidos fue decretada por el comité local, los apresados fueron conducidos a la capital y puestos a disposición de la Delegación de Orden Público y Presos, dominada por la FAI. Las victimas eran excarceladas y conducidos a los lugares elegidos para su ejecución: playa de La Garrofa, los pozos de Tabernas y Tahal, o el cementerio de la capital. Mientras, la población civil sufriría los problemas ocasionados por la prolongación de la guerra, referentes sobre todo al abastecimiento de víveres, por la carencia de artículos de primera necesidad. Con una población refugiada, procedente sobre todo de Málaga, los sistemas de racionamiento resultaron insuficientes. Otra de las preocupaciones de los ciudadanos fue el ataque indiscriminado de aviones o barcos. Éstos se sucedieron desde noviembre de 1936, siendo el de más trascendencia en la prensa internacional el llevado a cabo el 31 de mayo de 1937, cuando cuatro acorazados alemanes lanzaron casi 200 proyectiles sobre la capital durante más de 40 minutos, ocasionando la muerte a 31 personas. Para poder proteger a la población civil, las autoridades promovieron la construcción de refugios por toda la ciudad. En total, desde 1937 a 1938 se construyeron más de 50 pasadizos subterráneos de 9 de profundidad, que recorrían 4, 5 Km. de la ciudad, vertebrados desde el corazón del Paseo de Almería. El final de la guerra se viviría en la capital con especial atención. El golpe de Casado contra el gobierno de Negrín había unido a anarquistas, republicanos y amplios sectores socialistas contra los comunistas y los partidarios del primer ministro. Los dirigentes del PCE en la provincia fueron reemplazados en sus cargos y muchos de ellos ingresaron en prisión. En las cárceles, paralelamente, los partidarios de Franco ya habían organizado la toma de poder en las instituciones locales. La rendición de la República a finales de marzo de 1939, supuso que los republicanos de distintas tendencias intentaran huir en barcos o por carretera hacia Águilas o Alicante. Especialmente dramática fue la huida de los dirigentes comunistas, recién puestos en libertad, en el último buque que partió desde el puerto de Almería. Tras acabar la guerra, las fuerzas franquistas iniciaron la detención y enjuiciamiento militar de todos los que consideraban enemigos del Nuevo Régimen. Pronto se llenaron las prisiones de la provincia, destacando la de El Ingenio , una antigua fábrica de azúcar situada en la capital, y a donde eran conducidos todos los presos de la provincia, sobre todo los condenados a muerte. Las condiciones de vida de los reclusos eran bastante penosas, durmiendo muchos al descubierto, en los patios interiores, y sujetos por tanto a las inclemencias de la meteorología. Muchos de estos encarcelados fueron condenados y ejecutados en las tapias del Cementerio de San José de Almería. El primer fusilamiento tuvo lugar el 5 de abril de 1939, y fue el de Enrique Fornovi Martínez, que había sido fiscal de la República, y pertenecía al PSOE. Las ejecuciones se sucederían hasta 1947, aunque desde 1944 el número de ejecutados iría descendiendo, hasta alcanzar un total de 392 fusilados. En cuanto a la extracción social y características de las víctimas, podemos aseverar que la mayoría eran jornaleros, pequeños propietarios y obreros de la ciudad, miembros de las organizaciones políticas de izquierdas. La edad media de los fusilados estaba en torno a los 30 años, y salvo en un caso todos eran hombres. De todos ellos 53 eran de la capital, y 56 habían nacido en otras provincias. El resto procedían de diferentes pueblos de Almería, siendo la zona más castigada la del poniente. Uno de los juicios que más trascendencia tuvo en la posguerra almeriense fue el conocido como El Parte Inglés . Éste comprometía a un grupo de jóvenes antifascistas que se dedicaban a distribuir clandestinamente información emitida por la BBC de Londres. Acusados de querer favorecer la victoria de Inglaterra y la Unión Soviética en la Guerra Mundial, y propiciar así un cambio de régimen en España, un centenar de almerienses fueron detenidos en abril de 1941. Tras un juicio con dudosas garantías procesales, 8 de ellos fueron condenados a muerte, y ejecutados en el cementerio el 11 de agosto de 1942. Entre las victimas estaba la única mujer fusilada en Almería, Encarnación Magaña Gómez, una joven anarquista de 20 años. También los años 40 supusieron la persecución de personas que habían huido para no someterse al régimen franquista. En general, se trataba de antiguos excombatientes del bando republicano que sobrevivían en las sierras de la provincia resistiendo a las redadas de la Guardia Civil. Entre ellos, podemos destacar la figura de Manuel Pérez Berenguer, conocido como el Mota , protagonista absoluto de las correrías por Sierra de Gádor, en la comarca del Medio y el Alto Andarax, y que se hizo acompañar de otros individuos como el Carbonilla , el Carahermosa , etc. Con él se destacaron Antonio Manchón Jiménez, apodado el Carbonero , cuyo área de acción se encontraba a caballo de Sierra Almagrera y Sierra de las Estancias, entre el Valle del Almanzora y el corredor de los Vélez, y que anduvo en compañía de Melchor Alonso Mellado, el Espadilla . Por último, destacamos los nombres de Juan Nieto Martínez, el Cuco , o los llamados Hermanos Matías. Todos los fusilados en la provincia de Almería se encuentran enterrados en diversas fosas comunes del cementerio de esta capital. Existen dos registros civiles, referentes a dos distritos de la ciudad. El distrito 1º, también llamado de la Audiencia, recoge las muertes producidas en el Hospital Provincial; y el distrito 2º, llamado de San Sebastián, recoge los fallecimientos por fusilamiento en el cementerio y la cárcel. Por lo tanto, y aunque hemos consultado los dos, el segundo es el que centrará esta investigación. En las anotaciones de los libros de defunción, las personas fusiladas aparecen siempre con el título impreso de don tachado. La negación de su identidad y de cualquier signo de distinción y/o reconocimiento social, se convirtió así en una forma más de represión para los condenados a la pena capital o los caídos en el frente, luchando en el bando republicano. Los fusilados en la misma saca se inscribían siguiendo siempre juntos y siguiendo el mismo procedimiento, por lo que se localizan fácilmente. La muerte siempre estaría ocasionado por lesiones por arma de fuego , no apareciendo el lugar en el que murieron, pero sí la fecha, que podía haber ocurrido bastantes días antes, y la hora en la que ocurrió, normalmente de madrugada, al amanecer. Consultando los libros del cementerio podemos constatar la fosa en la que fueron enterrados cada uno de ellos. Existen varias fosas, situadas a la entrada del cementerio en el sector primero del ala derecha. Según el testimonio de Federo, guarda del camposanto, tras excavar las fosas, los cuerpos se iban depositando en cajas y, cuando se llenaba una, se abría otra al lado, anotando la ubicación de cada cuerpo en los libros de registro del cementerio. Actualmente las fosas no son apreciables, ya que desde los años 40 la tierra se removió en varias ocasiones, trasladando los restos de los difuntos a osarios y construyendo nichos sobre ellas. Cuando comenzaron las obras algunos familiares pudieron recuperar los cadáveres y trasladarlos a propiedades particulares, como sucedería, por ejemplo, en 1949, con Cayetano Martínez Artés, presidente del PSOE y del Comité Central de la provincia. En el Cementerio de San José de Almería no existe una placa, monolito ni signo alguno de identificación o recordatorio de estos hechos. Por el contrario, las referencias a los ejecutados por el bando republicano son múltiples y monumentales. De hecho, la gran cruz de mármol para los caídos franquistas preside y centraliza la disposición actual de este espacio sagrado, erigiéndose como eje del campo visual a la entrada del mismo. Debajo de la misma y de las placas con los nombres de los represaliados, se creó una cripta para albergar los restos de los ejecutados en el campamento militar de Viator, los pozos de La Lagarta y Cantavieja en los términos municipales de Tahal y Tabernas, o el campo de trabajo de Turón (Granada). Todos ellos perfectamente identificados en las lápidas con inscripciones como muerto por Dios y por España , cruelmente martirizado por los enemigos de la religión o vilmente asesinado por las hordas rojas . Cerca de la gran cruz, y a su derecha, se localiza el cementerio militar y un panteón dedicado a los ejecutados en la playa de La Garrofa.", Fecha: No hay constancia, Sin datos,"Esta fosa se encuentra dentro del Cementerio Municipal de Almería, denominado de San José. Está situada en el denominado ""primer sector"", justo a la derecha de la entrada. Es, por tanto, la más cercana a la puerta y está numerada de la siguiente forma: n17 (2 víctimas), n12 (6 víctimas), n13 (2 víctimas), n57(4 víctimas), n56 (5 víctimas), y ""en tierra"", sin especificar, 120 victimas. No se ha hecho ninguna intervención del tipo indicado aquí, es decir exhumación o monumentalización, sólo la construcción de nichos para lo cual se sacaron algunos restos y se llevaron a osarios",http://www.juntadeandalucia.es/presidenciaadministracionlocalymemoriademocratica/mapadefosas/busquedaTumbas.cgj?codigoTumba=0401307&codigoProvincia=1
2,Fosa de Almería. Almería,Cementerio interior,Almería,Almería,1942,Pública,http://www.juntadeandalucia.es/presidenciaadministracionlocalymemoriademocratica/mapadefosas/images/provincia_1/0401304_b.jpg,http://www.juntadeandalucia.es/presidenciaadministracionlocalymemoriademocratica/mapadefosas/images/provincia_1/0401304.jpg,"Situada a la entrada del cementerio de San José de Almería, en la parte derecha del primer recinto. Según los libros del cementerio esta dividida en pequeñas fosas que albergarían entre 5 y 11 fusilados: n89 (6 víctimas), n129 (11 víctimas), n130 (8 víctimas) y n131 (11 víctimas). Desde los años 50 se han llevado a cabo actuaciones sobre las fosas, aunque no precisamente de recuperación o identificación. Se construyeron nichos sobre ellas y actualmente no se reconoce su ubicación originaria.",36,"La sublevación militar en Almería se inicia el día 21 de julio a las 6 de la madrugada, cuando soldados del Batallón de Ametralladoras nº 2, carabineros, guardias civiles, y unos treinta civiles vinculados a grupos de derecha, inician la insurrección. El retraso en la decisión de sublevación había permitido a las organizaciones obreras concentrar en Almería a obreros del bajo Andarax y del norte de la provincia y situarlos estratégicamente en las principales calles y edificios de la capital. Si en un primer momento las columnas militares lograron vencer las barricadas, no consiguieron superar la resistencia ofrecida por los guardias de asalto en el Gobierno Civil. Entre los militares no existía unanimidad, y el gobernador militar teniente coronel Juan Huerta Topete, no estaba convencido de poder resistir. Tras la llegada del destructor Lepanto al puerto y la amenaza de bombardear el cuartel, el gobernador Militar ordena izar la bandera blanca en la Alcazaba. La comandancia de la guardia civil, último reducto sublevado de la ciudad, se rindió un par de horas después. Tras la derrota de los insurrectos en la capital, las actividades de los conspiradores en la provincia estaban condenadas al fracaso. Tras estos sucesos la provincia de Almería quedó en el bando republicano durante toda la guerra civil. En Almería, como ocurrió en otras provincias, se constituyó el comité Central Antifascista con representantes socialistas, comunistas y anarquistas. Y se instaló en el edificio del casino, este comité significó la máxima expresión de poder en la retaguardia almeriense durante los primeros meses de la guerra civil. Desde sus oficinas se ordenaban incautaciones, detenciones, envíos de columnas a los frentes próximos, etc. Uno de los aspectos que más han trascendido de esta primera etapa ha sido el de la represión, los comités de toda la provincia decretaron la detención de todas las personas sospechosas de haber participado en la sublevación. Salvo en algunos municipios, donde la eliminación de los detenidos fue decretada por el comité local, los apresados fueron conducidos a la capital y puestos a disposición de la Delegación de Orden Público y Presos, dominada por la FAI. Las victimas eran excarceladas y conducidos a los lugares elegidos: playa de la Garrofa, los pozos de Tabernas o el cementerio de la capital. Mientras la población civil sufría los problemas propios de la guerra como era la carencia de abastecimiento de víveres y artículos de primera necesidad. Con una población refugiada, procedente sobre todo de Málaga, los sistemas de racionamiento resultaron insuficientes. Otra de las preocupaciones de los ciudadanos fue el ataque indiscriminado de aviones o barcos, estos ataques se sucedían desde noviembre de 1936, el de más trascendencia en la prensa internacional fue el llevado a cabo el 31 de mayo de 1937, cuando cuatro barcos alemanes lanzaron casi 200 proyectiles sobre la capital durante más de 40 minutos, como consecuencia de este ataque murieron 31 personas. Para poder proteger a la población civil, las autoridades promovieron la construcción de refugios por toda la ciudad. El final de la guerra se vivió en Almería con especial atención. El golpe de Casado contra el gobierno de Negrín había unido a anarquistas, republicanos y amplios sectores socialistas contra los comunistas y los partidarios del primer ministro. Los dirigentes del PCE en la provincia fueron reemplazados en sus cargos y muchos de ellos ingresaron en prisión. En las cárceles, paralelamente, los partidarios de Franco ya habían organizado la toma de poder en las instituciones locales. La rendición de la República a finales de marzo de 1939, supuso que los republicanos de distintas tendencias intentaran huir en barcos o por carretera hacia Águilas o Alicante. Especialmente dramática fue la huida de los dirigentes comunistas, recién puestos en libertad, en el último buque que partió desde el puerto de Almería. Tras acabar la guerra, las fuerzas franquistas iniciaron la detención y enjuiciamiento miliar de todos los que consideraban enemigos del nuevo régimen. Pronto se llenaron las prisiones de la provincia, destacando la de El Ingenio , una antigua fábrica de azúcar situada en la capital, y a donde eran llevados todos los presos de la provincia, sobre todo los condenados a muerte. Las condiciones de vida de los reclusos eran bastante penosas, durmiendo muchos en los patios y sujetos a las inclemencias del tiempo. Muchos de estos encarcelados fueron condenados y ejecutados en las tapias del cementerio de Almería, el primer fusilamiento tuvo lugar el 5 de abril de 1939, y fue el de Enrique Fornovi Martínez, que había sido fiscal de la república, y pertenecía al PSOE. Las ejecuciones se suceden hasta 1947, aunque desde 1944 el número de ejecutados desciende, en total son fusilados 392. La mayoría de las víctimas eran jornaleros, pequeños propietarios y obreros de la ciudad, pertenecían a las organizaciones izquierdistas. La edad media de los fusilados estaba en torno a los 30 años, y salvo en un caso todos eran hombres. De todos ellos 53 eran de la capital, y 56 habían nacido en otras provincias. El resto eran de la provincia de Almería, siendo la zona más castigada la del poniente. Uno de los juicios que más trascendencia tuvo en la posguerra almeriense fue el conocido como el del Parte Inglés. Eran un grupo de jóvenes antifascistas que se dedicaban a distribuir clandestinamente información emitida por la BBC de Londres. Acusados de querer favorecer la victoria de Inglaterra y la Unión Soviética en la Guerra Mundial, y propiciar así un cambio de régimen en España, fueron detenidos un centenar de almerienses en abril de 1941. Tras un juicio con dudosas garantías procesales, 8 de ellos fueron condenados a muerte, y ejecutados en el cementerio el 11 de agosto de 1942. Entre las victimas estaba la única mujer fusilada en Almería, Encarnación Magaña Gómez, una joven de 20 años. También los años 40 supusieron la persecución de personas que habían huido para no someterse al régimen franquista. En general se trataba de antiguos excombatientes del bando republicano que sobrevivían en las sierras de la provincia enfrentándose con las fuerzas del régimen, aunque más que enfrentarse, lo que hacían era huir de sus enemigos. Poco a poco fueron cayendo en manos de la Guardia Civil y muchos murieron. Podemos destacar a Manuel Pérez Berenguer, conocido como el Mota, que andaba por las sierras del medio y alto Andarax; Antonio Manchón Jiménez, apodado el Carbonero, cuyo área de acción era Sierra Almagrera; Melchor Alonso Mellado, el Espadilla, que andaba por la misma zona que el anterior; Juan Nieto Martínez, llamado el Cuco, o los llamados Hermanos Matías. Todas las personas que fueron fusiladas en la provincia de Almería se encuentran enterradas en diversas fosas comunes del cementerio de esta capital. Existen en ese momento en la capital dos registros civiles que pertenecen a dos distritos diferentes de la ciudad. El distrito 1º también llamado de la audiencia, recoge las muertes producidas en el hospital provincial; y el distrito 2º llamado de San Sebastián, recoge las muertes que se producen por fusilamiento en el cementerio y las que ocurren en la cárcel. Por lo tanto, y aunque hemos consultado los dos, el 2º es el que más nos interesa. Es curioso que en las anotaciones que se hacen en los libros de defunción, las personas fusiladas aparecen siempre tachado el Don que viene por defecto en las hojas del libro, es una forma más de represión. Esto también se da en los inscritos que murieron en el frente luchando en el bando republicano. La inscripción de fusilados se localiza fácilmente, pues siempre de la misma forma, en un mismo día aparecen inscritos todos los que murieron en la misma saca. La causa de la muerte es siempre lesiones por arma de fuego , no dice el lugar en el que murieron, pero sí la fecha, que podía haber ocurrido bastantes días antes, y la hora en la que ocurrió, normalmente de madrugada, al amanecer. Consultando los libros del cementerio podemos constatar la fosa en la que fueron enterrados cada uno de ellos. Todas se localizan en el primer recinto a la entrada en la parte derecha. Según los testimonios recogidos, se abrían grandes agujeros en el suelo y cuando se llenaba uno se abría otro al lado. Los enterramientos se inscribían con toda precisión en el libro de registro del cementerio, para su localización. En años posteriores, a finales de los 40, parece que se excavaron los terrenos donde estaban las fosas, muchos familiares que e entraron pudieron recuperar los restos y enterrarlos en nichos, pero el resto fueron llevados a un osario común del que desconocemos su localización. Actualmente los lugares que ocuparon las fosas están ocupados por edificios de nichos modernos, no son nada reconocibles, porque no hay nada que los identifique, siendo el único lugar donde existen fosas comunes en Almería.", Fecha: No hay constancia, Sin datos,"Situada a la entrada del cementerio de San José de Almería, en la parte derecha del primer recinto. Según los libros del cementerio esta dividida en pequeñas fosas que albergarían entre 5 y 11 fusilados: n89 (6 víctimas), n129 (11 víctimas), n130 (8 víctimas) y n131 (11 víctimas). No se ha llevado a cabo ningún tipo de actuación.",http://www.juntadeandalucia.es/presidenciaadministracionlocalymemoriademocratica/mapadefosas/busquedaTumbas.cgj?codigoTumba=0401304&codigoProvincia=1
